target,feat1,feat3
0.61505,38.333,0.0015527
0.61871,38.375,0.0017081
0.61953,38.417,0.0015085
0.61353,38.458,0.0015921
0.61317,38.5,0.0017006
0.61817,38.542,0.0014188
0.61348,38.583,0.0015083
0.61197,38.625,0.0020101
0.61474,38.667,0.001558
0.62126,38.708,0.0018987
0.61215,38.75,0.001659
0.61125,38.792,0.0016318
0.61625,38.833,0.0017309
0.61751,38.875,0.0017326
0.61705,38.917,0.0018169
0.61235,38.958,0.0018927
0.6186,39.0,0.0015867
0.61365,39.042,0.0015929
0.61539,39.083,0.0015784
0.61098,39.125,0.001405
0.61409,39.167,0.0014058
0.61631,39.208,0.0016271
0.60876,39.25,0.0019617
0.61202,39.292,0.0014635
0.61846,39.333,0.0017969
0.6157,39.375,0.0018312
0.61444,39.417,0.0012757
0.61084,39.458,0.0017304
0.61065,39.5,0.0015547
0.6084,39.542,0.001799
0.60883,39.583,0.0014342
0.60986,39.625,0.0017007
0.61261,39.667,0.0016888
0.61494,39.708,0.0016144
0.60982,39.75,0.0013724
0.61293,39.792,0.0013648
0.60677,39.833,0.0014036
0.61289,39.875,0.0015358
0.61054,39.917,0.0016809
0.6148,39.958,0.001832
0.60687,40.0,0.0019627
0.60898,40.042,0.0017015
0.60601,40.083,0.0014679
0.61055,40.125,0.0018125
0.60909,40.167,0.0013982
0.61394,40.208,0.001958
0.61354,40.25,0.0016573
0.60694,40.292,0.00149
0.60349,40.333,0.001445
0.60414,40.375,0.0014663
0.60248,40.417,0.0018278
0.60792,40.458,0.0016754
0.60635,40.5,0.0018473
0.61009,40.542,0.0013733
0.6065,40.583,0.0017392
0.61163,40.625,0.0020901
0.60761,40.667,0.0016708
0.60594,40.708,0.0018058
0.61237,40.75,0.0014579
0.60281,40.792,0.0013937
0.60361,40.833,0.0014538
0.60474,40.875,0.0016769
0.60575,40.917,0.0015291
0.60748,40.958,0.0015037
0.60583,41.0,0.0018063
0.60872,41.042,0.0014917
0.6041,41.083,0.0015132
0.60712,41.125,0.0014423
0.60732,41.167,0.0011597
0.60102,41.208,0.0016231
0.60309,41.25,0.001547
0.60471,41.292,0.0015993
0.60089,41.333,0.0013428
0.60851,41.375,0.0016606
0.6002,41.417,0.0018022
0.59954,41.458,0.0015416
0.598,41.5,0.0015026
0.60584,41.542,0.0013394
0.60856,41.583,0.0017282
0.59655,41.625,0.0017167
0.6001,41.667,0.0016592
0.60461,41.708,0.0019796
0.59711,41.75,0.0016577
0.60293,41.792,0.0010951
0.6059,41.833,0.0020476
0.59808,41.875,0.001359
0.59633,41.917,0.0016138
0.5956,41.958,0.0014655
0.59477,42.0,0.0017393
0.6035,42.042,0.0015483
0.59658,42.083,0.0016243
0.59616,42.125,0.0015722
0.59969,42.167,0.002062
0.59956,42.208,0.0015706
0.59958,42.25,0.001594
0.60258,42.292,0.0014268
0.59471,42.333,0.0016076
0.59538,42.375,0.0020704
0.59986,42.417,0.0019231
0.60254,42.458,0.0017827
0.60176,42.5,0.0015395
0.59292,42.542,0.0014433
0.59404,42.583,0.0013707
0.59496,42.625,0.0015422
0.59864,42.667,0.0014014
0.60207,42.708,0.0014924
0.60127,42.75,0.001368
0.60204,42.792,0.0015929
0.59406,42.833,0.0016835
0.5985,42.875,0.0015809
0.59487,42.917,0.001719
0.59256,42.958,0.0015248
0.59553,43.0,0.0015438
0.59324,43.042,0.0016867
0.59516,43.083,0.0013191
0.5953,43.125,0.0016158
0.5897,43.167,0.0017341
0.59995,43.208,0.0019362
0.59696,43.25,0.0014279
0.59835,43.292,0.0015111
0.5976,43.333,0.0016981
0.59369,43.375,0.0014754
0.59926,43.417,0.0017249
0.59128,43.458,0.0015489
0.59481,43.5,0.0015864
0.59448,43.542,0.0016479
0.59721,43.583,0.0017163
0.5913,43.625,0.0016543
0.58667,43.667,0.0019056
0.59806,43.708,0.001456
0.59209,43.75,0.0015578
0.59519,43.792,0.0019314
0.58768,43.833,0.0018218
0.58613,43.875,0.001636
0.59695,43.917,0.0015876
0.58799,43.958,0.0013732
0.58943,44.0,0.0013652
0.5956,44.042,0.0014873
0.59259,44.083,0.0014219
0.59447,44.125,0.0016834
0.58685,44.167,0.0014142
0.59255,44.208,0.0016199
0.58707,44.25,0.0014926
0.58826,44.292,0.0016499
0.58371,44.333,0.0013787
0.59115,44.375,0.0014534
0.58342,44.417,0.00182
0.58665,44.458,0.0016424
0.59117,44.5,0.0017973
0.58554,44.542,0.0017319
0.59274,44.583,0.0018628
0.58386,44.625,0.00189
0.5832,44.667,0.0014985
0.58801,44.708,0.0018836
0.58374,44.75,0.0015561
0.58913,44.792,0.0016635
0.58227,44.833,0.0016174
0.58415,44.875,0.0015763
0.58139,44.917,0.0017235
0.59214,44.958,0.0015332
0.58901,45.0,0.0014868
0.58836,45.042,0.0016568
0.58661,45.083,0.0012864
0.58655,45.125,0.0014068
0.58718,45.167,0.001532
0.58133,45.208,0.001435
0.57987,45.25,0.0017715
0.58669,45.292,0.0016918
0.58492,45.333,0.0017087
0.58985,45.375,0.0016644
0.58293,45.417,0.0016888
0.58589,45.458,0.0011993
0.58217,45.5,0.0013181
0.58005,45.542,0.0014409
0.58011,45.583,0.0015836
0.58608,45.625,0.0015527
0.58822,45.667,0.0017389
0.57988,45.708,0.0016354
0.58379,45.75,0.0014275
0.58902,45.792,0.001684
0.58144,45.833,0.0017384
0.58844,45.875,0.0016057
0.58675,45.917,0.0019176
0.57893,45.958,0.0017636
0.58671,46.0,0.0015689
0.58185,46.042,0.0015863
0.58595,46.083,0.0017749
0.58188,46.125,0.0014153
0.58574,46.167,0.0015762
0.57963,46.208,0.0018612
0.58075,46.25,0.0014117
0.58248,46.292,0.0012788
0.58044,46.333,0.0016821
0.58335,46.375,0.0018925
0.57845,46.417,0.0018833
0.58203,46.458,0.0017956
0.57551,46.5,0.0020356
0.5785,46.542,0.0015623
0.57877,46.583,0.0015037
0.5837,46.625,0.0016192
0.58142,46.667,0.0016009
0.58362,46.708,0.0020173
0.58371,46.75,0.0017356
0.58069,46.792,0.0016821
0.5788,46.833,0.0015367
0.58442,46.875,0.0013065
0.58278,46.917,0.0016458
0.5772,46.958,0.0016421
0.57595,47.0,0.0018938
0.58223,47.042,0.0014703
0.58415,47.083,0.001858
0.58404,47.125,0.0015381
0.57885,47.167,0.00145
0.57333,47.208,0.0015088
0.57834,47.25,0.0018585
0.58281,47.292,0.0017028
0.58014,47.333,0.0013764
0.5825,47.375,0.0017215
0.58174,47.417,0.0014747
0.58252,47.458,0.0018801
0.57818,47.5,0.001582
0.58137,47.542,0.0015665
0.57689,47.583,0.0014239
0.57957,47.625,0.0016905
0.57318,47.667,0.0016109
0.57054,47.708,0.0015353
0.57056,47.75,0.0015986
0.57577,47.792,0.0015813
0.57098,47.833,0.0017215
0.57381,47.875,0.0017993
0.57556,47.917,0.0017688
0.57455,47.958,0.0014017
0.57478,48.0,0.0016405
0.57255,48.042,0.0015583
0.5794,48.083,0.0015154
0.57302,48.125,0.0015765
0.57769,48.167,0.0017235
0.56909,48.208,0.0016198
0.5769,48.25,0.0012716
0.57119,48.292,0.0015028
0.56953,48.333,0.0017457
0.56855,48.375,0.0012494
0.56941,48.417,0.0017356
0.57219,48.458,0.0014352
0.56815,48.5,0.0015581
0.57508,48.542,0.001777
0.57197,48.583,0.0020386
0.57689,48.625,0.0014517
0.56914,48.667,0.0017717
0.57272,48.708,0.0017452
0.57204,48.75,0.0015655
0.56869,48.792,0.0014456
0.57023,48.833,0.001414
0.57383,48.875,0.001867
0.56958,48.917,0.0016089
0.5761,48.958,0.0019836
0.56873,49.0,0.0014052
0.56596,49.042,0.0016262
0.57179,49.083,0.0020229
0.57554,49.125,0.0015527
0.5664,49.167,0.0013373
0.56543,49.208,0.0016499
0.56872,49.25,0.0015922
0.56603,49.292,0.0015969
0.57347,49.333,0.0015134
0.56899,49.375,0.0019067
0.56756,49.417,0.0015298
0.56414,49.458,0.0017205
0.56733,49.5,0.0015704
0.57021,49.542,0.0015206
0.572,49.583,0.0013602
0.57367,49.625,0.0018364
0.5648,49.667,0.0014416
0.56653,49.708,0.0018608
0.57012,49.75,0.0015493
0.56683,49.792,0.0016502
0.57058,49.833,0.0012974
0.56992,49.875,0.0014876
0.56827,49.917,0.0016454
0.56852,49.958,0.0016572
0.56933,50.0,0.0015848
0.56257,50.042,0.0014777
0.57158,50.083,0.0017252
0.56857,50.125,0.0016932
0.56185,50.167,0.0013547
0.56678,50.208,0.0015351
0.56262,50.25,0.0017165
0.56412,50.292,0.0014631
0.56551,50.333,0.0019106
0.57049,50.375,0.0018737
0.56458,50.417,0.0015823
0.56079,50.458,0.0021499
0.56736,50.5,0.0015649
0.56098,50.542,0.0015792
0.56029,50.583,0.0016378
0.57006,50.625,0.0018483
0.56911,50.667,0.0016061
0.56641,50.708,0.0018839
0.56268,50.75,0.0015659
0.55989,50.792,0.001785
0.56903,50.833,0.0018244
0.56992,50.875,0.0014633
0.56564,50.917,0.0015759
0.56469,50.958,0.0018081
0.56633,51.0,0.0016213
0.56099,51.042,0.0015661
0.5636,51.083,0.0017026
0.567,51.125,0.0016568
0.56315,51.167,0.0018602
0.56728,51.208,0.00167
0.5638,51.25,0.0018032
0.56502,51.292,0.0018862
0.56344,51.333,0.0012912
0.56698,51.375,0.0013855
0.56566,51.417,0.0016333
0.5607,51.458,0.0019012
0.55989,51.5,0.0014036
0.56363,51.542,0.0015824
0.56895,51.583,0.0014957
0.56503,51.625,0.001527
0.56055,51.667,0.0015598
0.56546,51.708,0.0015668
0.56188,51.75,0.0015515
0.57092,51.792,0.0015531
0.56061,51.833,0.0015187
0.55967,51.875,0.0015581
0.56513,51.917,0.0015685
0.56016,51.958,0.0014787
0.56696,52.0,0.0017627
0.56001,52.042,0.0018122
0.55991,52.083,0.0015208
0.56726,52.125,0.0018473
0.5708,52.167,0.0016236
0.56795,52.208,0.0022733
0.56757,52.25,0.0015647
0.56277,52.292,0.0016451
0.56346,52.333,0.0016332
0.56807,52.375,0.0015519
0.56214,52.417,0.0015284
0.56995,52.458,0.0015806
0.56253,52.5,0.0018464
0.56006,52.542,0.0015486
0.56332,52.583,0.0014676
0.56772,52.625,0.0013191
0.56522,52.667,0.0015288
0.5609,52.708,0.0015618
0.56343,52.75,0.0018514
0.56931,52.792,0.0015615
0.56398,52.833,0.0019394
0.5667,52.875,0.0015175
0.56866,52.917,0.0015616
0.56156,52.958,0.0017315
0.57089,53.0,0.0018751
0.56846,53.042,0.0015767
0.56727,53.083,0.0019872
0.56137,53.125,0.0015702
0.56298,53.167,0.0016481
0.57033,53.208,0.0018203
0.56202,53.25,0.001555
0.56817,53.292,0.0017018
0.56974,53.333,0.0015166
0.56393,53.375,0.0017694
0.5601,53.417,0.0013633
0.56819,53.458,0.0015333
0.56447,53.5,0.001574
0.5664,53.542,0.0014554
0.55968,53.583,0.00165
0.56837,53.625,0.0013898
0.56037,53.667,0.0016375
0.56802,53.708,0.0015246
0.56679,53.75,0.0013331
0.56215,53.792,0.0016281
0.56944,53.833,0.0017213
0.5676,53.875,0.0017286
0.5686,53.917,0.0019689
0.56573,53.958,0.0018106
0.56295,54.0,0.0019987
0.56121,54.042,0.001541
0.56453,54.083,0.0016181
0.56383,54.125,0.0016078
0.56682,54.167,0.0013016
0.56219,54.208,0.0019593
0.56472,54.25,0.0016444
0.56595,54.292,0.0013976
0.56968,54.333,0.0015882
0.57027,54.375,0.0014229
0.56478,54.417,0.0014461
0.56131,54.458,0.0013931
0.56978,54.5,0.00096557
0.56558,54.542,0.0014227
0.56935,54.583,0.0013677
0.56648,54.625,0.0013596
0.56739,54.667,0.0014705
0.57004,54.708,0.0015338
0.56793,54.75,0.0012653
0.56641,54.792,0.0017372
0.56363,54.833,0.001418
0.56769,54.875,0.0014264
0.57075,54.917,0.0012952
0.56443,54.958,0.0015046
0.56641,55.0,0.0013203
0.56064,55.042,0.0014492
0.56339,55.083,0.0015991
0.56538,55.125,0.001596
0.56739,55.167,0.0010594
0.56105,55.208,0.0016558
0.56663,55.25,0.0015767
0.56475,55.292,0.0012118
0.56219,55.333,0.0014114
0.56934,55.375,0.0013218
0.56264,55.417,0.0012119
0.56356,55.458,0.0013753
0.5709,55.5,0.0010371
0.56445,55.542,0.0010442
0.56445,55.583,0.0011787
0.56238,55.625,0.0011381
0.56942,55.667,0.0012739
0.56285,55.708,0.0010777
0.56068,55.75,0.0012867
0.56907,55.792,0.001358
0.55968,55.833,0.00097932
0.5703,55.875,0.0011375
0.56801,55.917,0.0012466
0.56671,55.958,0.0015805
0.55975,56.0,0.0013739
0.56018,56.042,0.0010905
0.5659,56.083,0.0015977
0.56146,56.125,0.0017921
0.56799,56.167,0.0011347
0.56426,56.208,0.0013785
0.565,56.25,0.0011933
0.565,56.292,0.0011706
0.56623,56.333,0.0012573
0.56697,56.375,0.0013412
0.57008,56.417,0.0011661
0.562,56.458,0.0011959
0.56533,56.5,0.0011389
0.56809,56.542,0.0010911
0.56009,56.583,0.001185
0.57013,56.625,0.0014438
0.56401,56.667,0.0011252
0.56109,56.708,0.0013008
0.5694,56.75,0.0010991
0.5684,56.792,0.0012745
0.56664,56.833,0.0012686
0.57011,56.875,0.0012224
0.57021,56.917,0.0016205
0.57179,56.958,0.001079
0.57203,57.0,0.0013401
0.57226,57.042,0.0012948
0.56952,57.083,0.001224
0.5707,57.125,0.0018933
0.56686,57.167,0.0013738
0.57412,57.208,0.0012223
0.56853,57.25,0.0012805
0.57015,57.292,0.0011503
0.57336,57.333,0.0014983
0.56472,57.375,0.0013636
0.5731,57.417,0.0014661
0.57298,57.458,0.0013647
0.5711,57.5,0.0012551
0.56879,57.542,0.0011165
0.56786,57.583,0.0014358
0.57449,57.625,0.0011177
0.57775,57.667,0.0011824
0.56924,57.708,0.0012743
0.5719,57.75,0.0014949
0.57355,57.792,0.0013183
0.57706,57.833,0.0014054
0.57486,57.875,0.0016774
0.56853,57.917,0.0013979
0.57858,57.958,0.0018446
0.57854,58.0,0.0012187
0.57486,58.042,0.0012104
0.57244,58.083,0.0013063
0.57659,58.125,0.00075908
0.57534,58.167,0.00079808
0.58187,58.208,0.00057901
0.5791,58.25,0.0012915
0.58084,58.292,0.0010615
0.57336,58.333,0.00067867
0.5732,58.375,0.0011286
0.5742,58.417,0.0011271
0.57432,58.458,0.0011246
0.58359,58.5,0.0012362
0.57414,58.542,0.0013482
0.5766,58.583,0.00068232
0.58387,58.625,0.001131
0.57738,58.667,0.0010978
0.58486,58.708,0.0011185
0.58531,58.75,0.00087657
0.58228,58.792,0.00091647
0.57635,58.833,0.0010923
0.58335,58.875,0.00093163
0.58019,58.917,0.0011408
0.58398,58.958,0.00094343
0.58591,59.0,0.0014535
0.57822,59.042,0.00077932
0.5796,59.083,0.001008
0.57792,59.125,0.00080423
0.57799,59.167,0.00068903
0.58465,59.208,0.0011244
0.58032,59.25,0.00090296
0.58393,59.292,0.0010745
0.57984,59.333,0.00067949
0.58071,59.375,0.0012207
0.57898,59.417,0.00078402
0.58648,59.458,0.0013201
0.58826,59.5,0.00074527
0.58678,59.542,0.00064342
0.58262,59.583,0.00093037
0.59029,59.625,0.00091468
0.59105,59.667,0.00083222
0.58767,59.708,0.0008922
0.58985,59.75,0.001277
0.59053,59.792,0.00096961
0.58736,59.833,0.00063456
0.58772,59.875,0.00071314
0.58672,59.917,0.00081764
0.58715,59.958,0.00094526
0.58527,60.0,0.001186
0.59449,60.042,0.00081728
0.59521,60.083,0.0013484
0.58444,60.125,0.00066176
0.59387,60.167,0.00086081
0.58817,60.208,0.00092636
0.59644,60.25,0.0012197
0.58835,60.292,0.0011955
0.587,60.333,0.00089702
0.59292,60.375,0.00066802
0.59118,60.417,0.0010103
0.58666,60.458,0.000979
0.58826,60.5,0.00095263
0.59102,60.542,0.0009821
0.58984,60.583,0.00036466
0.59383,60.625,0.0011853
0.59415,60.667,0.00092742
0.59404,60.708,0.00069334
0.59946,60.75,0.00095958
0.59532,60.792,0.001269
0.58923,60.833,0.00068527
0.59171,60.875,0.00080831
0.60127,60.917,0.00095377
0.59623,60.958,0.0006565
0.60181,61.0,0.00096101
0.59681,61.042,0.00088751
0.59942,61.083,0.0011525
0.59926,61.125,0.00082537
0.59703,61.167,0.00069408
0.59367,61.208,0.00086883
0.59664,61.25,0.00074588
0.60297,61.292,0.00087363
0.59556,61.333,0.0009043
0.59377,61.375,0.0011657
0.60453,61.417,0.00058648
0.60419,61.458,0.003328
0.60372,61.5,0.0032262
0.60156,61.542,0.0035835
0.5949,61.583,0.0034936
0.60131,61.625,0.0036429
0.60341,61.667,0.0032333
0.60304,61.708,0.0033551
0.59961,61.75,0.0032924
0.59972,61.792,0.003373
0.60356,61.833,0.0032845
0.6025,61.875,0.0031203
0.60194,61.917,0.0036613
0.60655,61.958,0.0028439
0.59747,62.0,0.0031581
0.6012,62.042,0.0033866
0.60925,62.083,0.0028137
0.60074,62.125,0.0031226
0.6022,62.167,0.0032333
0.60101,62.208,0.0038397
0.59941,62.25,0.0031814
0.60586,62.292,0.0030623
0.60115,62.333,0.0037517
0.60448,62.375,0.0032484
0.60833,62.417,0.0034023
0.60897,62.458,0.0032564
0.6007,62.5,0.0033272
0.6049,62.542,0.0032473
0.60366,62.583,0.0035596
0.60738,62.625,0.0032623
0.60289,62.667,0.0033946
0.60869,62.708,0.0027667
0.61248,62.75,0.0033435
0.61335,62.792,0.0033481
0.60876,62.833,0.0032597
0.60532,62.875,0.0031749
0.61533,62.917,0.0039281
0.61267,62.958,0.0033702
0.61147,63.0,0.0031701
0.60517,63.042,0.0032295
0.61604,63.083,0.0033584
0.61548,63.125,0.0032466
0.61361,63.167,0.0032314
0.61335,63.208,0.0035146
0.61503,63.25,0.0030994
0.61163,63.292,0.0034507
0.60666,63.333,0.0035216
0.60493,63.375,0.0034374
0.60418,63.417,0.0013053
0.61557,63.458,0.00064519
0.60376,63.5,0.0015022
0.60478,63.542,0.0012609
0.61003,63.583,0.00027966
0.61332,63.625,0.00059041
0.61388,63.667,0.0010608
0.60807,63.708,0.0012162
0.61508,63.75,0.000932
0.61082,63.792,0.00035367
0.61469,63.833,0.00090758
0.61152,63.875,0.00066411
0.61494,63.917,0.00091369
0.612,63.958,0.0016519
0.61539,64.0,0.0017478
0.60511,64.042,0.00095082
0.60341,64.083,0.0015445
0.60534,64.125,0.00075856
0.60568,64.167,0.00077064
0.61244,64.208,0.0011357
0.60491,64.25,0.00090048
0.60532,64.292,0.0010594
0.60492,64.333,0.00057163
0.60987,64.375,0.0010201
0.60745,64.417,0.00092472
0.60569,64.458,0.00087329
0.61046,64.5,0.00044997
0.61514,64.542,0.00094332
0.60323,64.583,0.00048792
0.6114,64.625,0.00070297
0.61463,64.667,0.00087487
0.60525,64.708,0.00055248
0.6092,64.75,0.0011494
0.60645,64.792,0.0012843
0.60464,64.833,0.0012679
0.6068,64.875,0.0012711
0.61369,64.917,0.0012633
0.6108,64.958,0.00098842
0.60359,65.0,0.0004905
0.60672,65.042,0.0006372
0.61079,65.083,0.00073014
0.61416,65.125,0.0020757
0.61112,65.167,0.0021993
0.61418,65.208,0.0021664
0.6119,65.25,0.0020029
0.61016,65.292,0.0019493
0.60937,65.333,0.0018875
0.60309,65.375,0.002056
0.60481,65.417,0.0018149
0.60386,65.458,0.0017279
0.60839,65.5,0.0018508
0.60357,65.542,0.0020768
0.6132,65.583,0.002013
0.60567,65.625,0.0020094
0.61424,65.667,0.0023053
0.61435,65.708,0.0021944
0.6043,65.75,0.0020062
0.612,65.792,0.0019365
0.61046,65.833,0.0017217
0.60823,65.875,0.0019525
0.60763,65.917,0.0020882
0.61103,65.958,0.002114
0.61188,66.0,0.0023963
0.60936,66.042,0.0016856
0.61352,66.083,0.0018392
0.61372,66.125,0.0022802
0.61079,66.167,0.0021056
0.60523,66.208,0.0018576
0.60652,66.25,0.0019643
0.60995,66.292,0.0020348
0.61053,66.333,0.0021174
0.61031,66.375,0.0020416
0.60684,66.417,0.0019899
0.61126,66.458,0.0021126
0.61333,66.5,0.0020493
0.60683,66.542,0.0018066
0.61349,66.583,0.0019822
0.60848,66.625,0.0017117
0.61211,66.667,0.0021172
0.60855,66.708,0.0018187
0.61369,66.75,0.0018844
0.60872,66.792,0.0018386
0.6114,66.833,0.0020575
0.60617,66.875,0.0018564
0.6054,66.917,0.0019574
0.60376,66.958,0.001735
0.60311,67.0,0.0021359
0.60324,67.042,0.0017528
0.60699,67.083,0.0021024
0.61062,67.125,0.0019017
0.60801,67.167,0.0021845
0.60261,67.208,0.0020475
0.60705,67.25,0.0019306
0.60605,67.292,0.0019038
0.61281,67.333,0.0021407
0.60273,67.375,0.0020514
0.60863,67.417,0.0018581
0.60909,67.458,0.0022501
0.60955,67.5,0.0019283
0.60352,67.542,0.0019722
0.60828,67.583,0.0017081
0.60405,67.625,0.0016178
0.61047,67.667,0.0016909
0.60242,67.708,0.0025348
0.60638,67.75,0.0022388
0.61127,67.792,0.0020856
0.60958,67.833,0.001559
0.60936,67.875,0.0018576
0.60805,67.917,0.0018698
0.60282,67.958,0.0021508
0.60541,68.0,0.0020068
0.60458,68.042,0.0022116
0.60305,68.083,0.0018127
0.60673,68.125,0.0016582
0.61275,68.167,0.0019687
0.61015,68.208,0.0021586
0.60755,68.25,0.001799
0.60724,68.292,0.0020149
0.61033,68.333,0.0021498
0.6054,68.375,0.0017031
0.60704,68.417,0.001942
0.60479,68.458,0.0019679
0.60669,68.5,0.0018871
0.60531,68.542,0.0017371
0.60814,68.583,0.0019445
0.60686,68.625,0.0014692
0.60412,68.667,0.0019745
0.602,68.708,0.0020791
0.60182,68.75,0.002027
0.60464,68.792,0.0023425
0.6049,68.833,0.0019267
0.60766,68.875,0.0018656
0.60823,68.917,0.0018494
0.60657,68.958,0.0019743
0.61015,69.0,0.0016159
0.61158,69.042,0.0018715
0.60125,69.083,0.0017926
0.61115,69.125,0.0020647
0.61126,69.167,0.0016957
0.60654,69.208,0.0019693
0.60104,69.25,0.0016801
0.60684,69.292,0.0023247
0.60144,69.333,0.0022263
0.60882,69.375,0.0020338
0.60715,69.417,0.0018078
0.60772,69.458,0.0018891
0.60054,69.5,0.0016168
0.60486,69.542,0.0018937
0.60061,69.583,0.0023529
0.60365,69.625,0.0018219
0.5968,69.667,0.0024791
0.59992,69.708,0.0024678
0.59923,69.75,0.0018448
0.60262,69.792,0.0013007
0.60123,69.833,0.0018549
0.59643,69.875,0.0016178
0.60305,69.917,0.0020704
0.59946,69.958,0.0018677
0.60328,70.0,0.001633
0.5976,70.042,0.0022183
0.60099,70.083,0.0022929
0.59679,70.125,0.0019486
0.5975,70.167,0.0021192
0.59046,70.208,0.0019024
0.59747,70.25,0.0019494
0.5933,70.292,0.0045573
0.59612,70.333,0.0025835
0.59849,70.375,0.0022505
0.58981,70.417,0.0025028
0.58764,70.458,0.0025979
0.59179,70.5,0.0027216
0.58774,70.542,0.0024181
0.5878,70.583,0.0026102
0.58883,70.625,0.0027216
0.58654,70.667,0.0020664
0.58853,70.708,0.0024996
0.59262,70.75,0.0024698
0.58911,70.792,0.0025032
0.59221,70.833,0.0026284
0.58923,70.875,0.0025972
0.59113,70.917,0.0026218
0.58048,70.958,0.0028398
0.58962,71.0,0.0024663
0.58238,71.042,0.0026786
0.58494,71.083,0.0026415
0.58374,71.125,0.0025924
0.57765,71.167,0.002516
0.58561,71.208,0.0025706
0.58677,71.25,0.0027561
0.58495,71.292,0.0026469
0.58601,71.333,0.0025255
0.58437,71.375,0.0025138
0.5765,71.417,0.0023113
0.57918,71.458,0.0025928
0.57316,71.5,0.002779
0.5815,71.542,0.0025826
0.58001,71.583,0.0023173
0.58207,71.625,0.0025989
0.57122,71.667,0.0029978
0.57586,71.708,0.0024641
0.57976,71.75,0.0027784
0.57093,71.792,0.002496
0.57697,71.833,0.0027322
0.57347,71.875,0.0028145
0.57806,71.917,0.0024677
0.56765,71.958,0.0024039
0.5769,72.0,0.0022111
0.56988,72.042,0.0025495
0.56716,72.083,0.0025875
0.57649,72.125,0.0024946
0.57133,72.167,0.0026157
0.57105,72.208,0.0024422
0.56512,72.25,0.0028303
0.56704,72.292,0.0028009
0.57121,72.333,0.0026742
0.57211,72.375,0.002748
0.56407,72.417,0.0030949
0.56849,72.458,0.002671
0.5656,72.5,0.0026142
0.56453,72.542,0.0032871
0.56031,72.583,0.0026372
0.56007,72.625,0.0028267
0.56713,72.667,0.0024327
0.55998,72.708,0.0026001
0.56325,72.75,0.0025968
0.56425,72.792,0.0025457
0.55978,72.833,0.0029732
0.55962,72.875,0.0026566
0.5652,72.917,0.0026223
0.56345,72.958,0.0022833
0.55702,73.0,0.0024866
0.56429,73.042,0.0029571
0.5611,73.083,0.0025616
0.55519,73.125,0.0025056
0.55803,73.167,0.002743
0.55434,73.208,0.0024963
0.55451,73.25,0.0027682
0.55067,73.292,0.0026007
0.55777,73.333,0.0022273
0.55804,73.375,0.0025694
0.55085,73.417,0.0028859
0.55828,73.458,0.0028486
0.55826,73.5,0.0028847
0.54869,73.542,0.0024542
0.54904,73.583,0.0024642
0.54727,73.625,0.0026585
0.55401,73.667,0.002697
0.55405,73.708,0.002237
0.55124,73.75,0.0026008
0.55186,73.792,0.0028979
0.54833,73.833,0.0023431
0.54824,73.875,0.0023578
0.54883,73.917,0.0024681
0.55061,73.958,0.0023445
0.55233,74.0,0.0026138
0.54355,74.042,0.0024477
0.54355,74.083,0.0025109
0.54631,74.125,0.0027956
0.54204,74.167,0.0024275
0.54778,74.208,0.002394
0.53886,74.25,0.0025444
0.54359,74.292,0.0023005
0.54048,74.333,0.0026094
0.54617,74.375,0.0026173
0.53807,74.417,0.0026844
0.5453,74.458,0.0026199
0.54408,74.5,0.0025499
0.53509,74.542,0.0025539
0.54108,74.583,0.0026918
0.53718,74.625,0.0026376
0.5336,74.667,0.0029371
0.5338,74.708,0.0029144
0.53234,74.75,0.0022558
0.53205,74.792,0.0024936
0.53213,74.833,0.0026862
0.53391,74.875,0.002519
0.5353,74.917,0.0026667
0.53006,74.958,0.0022915
0.53232,75.0,0.0022618
0.53569,75.042,0.0023983
0.53403,75.083,0.0024709
0.53026,75.125,0.0025787
0.53318,75.167,0.0025352
0.53082,75.208,0.0025158
0.53543,75.25,0.0026359
0.53087,75.292,0.0024575
0.53102,75.333,0.0024547
0.52507,75.375,0.0025748
0.52606,75.417,0.0025988
0.52434,75.458,0.0024818
0.52979,75.5,0.0026422
0.52865,75.542,0.0027023
0.53216,75.583,0.0025735
0.52272,75.625,0.0025878
0.52638,75.667,0.0026896
0.52237,75.708,0.0026403
0.52268,75.75,0.0024316
0.53167,75.792,0.0024454
0.52946,75.833,0.0025779
0.53112,75.875,0.0025884
0.52992,75.917,0.0028813
0.52588,75.958,0.0027007
0.52403,76.0,0.0025648
0.52761,76.042,0.0025113
0.53108,76.083,0.0024313
0.52281,76.125,0.0027048
0.52334,76.167,0.0025123
0.53273,76.208,0.0025938
0.52801,76.25,0.0025202
0.5259,76.292,0.002776
0.52519,76.333,0.0028466
0.53123,76.375,0.0027167
0.53098,76.417,0.0027099
0.52507,76.458,0.0025281
0.5298,76.5,0.0025569
0.52536,76.542,0.002541
0.52343,76.583,0.0024387
0.53128,76.625,0.0043299
0.53199,76.667,0.0043788
0.53282,76.708,0.0044349
0.53219,76.75,0.0043277
0.52568,76.792,0.0041989
0.52483,76.833,0.0043304
0.53141,76.875,0.0039714
0.5251,76.917,0.0041623
0.52309,76.958,0.0041707
0.53197,77.0,0.004103
0.53051,77.042,0.00421
0.53169,77.083,0.0041885
0.5284,77.125,0.0043829
0.53186,77.167,0.004295
0.52551,77.208,0.0042442
0.53145,77.25,0.0039735
0.5233,77.292,0.0041623
0.5321,77.333,0.0042459
0.53305,77.375,0.004036
