0.78697,0.041667,1.0343,0.0030988,1,339.47,313.21,355.85,386.69,399.7,359.67,331.49,319.5,315.81,0.16961,0
0.78723,0.083333,1.074,0.0031503,1,340.65,314.05,355.74,387.28,401.72,359.74,331.88,319.95,317.6,0.16808,0
0.78749,0.125,1.1318,0.0032849,1,341.52,314.83,357.7,387.42,403.38,363.33,335.99,322.01,318.03,0.17019,0
0.79498,0.16667,1.126,0.0032425,1,341.28,314.41,355.76,385.9,402.21,362.79,334.76,320.91,317.38,0.16979,0
0.78846,0.20833,1.1189,0.0033285,1,332.08,304.61,336.61,342.66,360.79,369.06,337.22,317.23,311.82,0.16988,0
0.79302,0.25,1.109,0.0033083,1,326.39,299.05,327.23,328.15,329.01,328.5,324.85,316.19,312.79,0.16699,0
0.79351,0.29167,1.1268,0.0032038,1,317.45,293.48,316.16,315.95,313.23,309.38,305.34,302.76,300.72,0.17209,0.00073871
0.78006,0.33333,1.0639,0.003382,1,314.77,289.96,313.98,311.26,309.08,303.75,300.4,297.28,296.28,0.17307,0.0012916
0.79233,0.375,0.97673,0.003228,1,312.44,287.4,310.14,307.83,303,297.91,294.38,292.62,292.82,0.17192,0.0014533
0.79303,0.41667,0.76384,0.0035401,1,317.37,293.45,316.03,316.9,315.88,311.72,306.65,303.54,300.88,0.16666,0.0010526
0.78801,0.45833,0.93038,0.0029949,1,324.4,299.59,324.29,325.93,326.32,326.31,320.92,314.84,311.93,0.16659,0
0.78799,0.5,0.93184,0.0032102,1,326.99,300.81,329.29,332.45,341.43,362.82,336.51,311.89,306.82,0.1657,0
0.78185,0.54167,0.96291,0.0031876,1,327.81,301.46,331.86,334.28,347.67,368.6,335.36,313,307.21,0.16563,0
0.78432,0.58333,0.95313,0.0031496,1,329.37,304.22,333.51,339.82,363.27,368.4,331.2,312.47,308.05,0.16822,0
0.78221,0.625,1.019,0.0031696,1,332.03,306.24,335.59,342.83,367.24,368.95,332.6,314.23,310.5,0.16894,0
0.78956,0.66667,1.0299,0.0030058,1,334.6,308.78,340.56,352.76,385.61,363.25,331.17,316.26,311.36,0.16905,0
0.77755,0.70833,1.0342,0.0033594,1,337.66,310.4,349.22,375.29,407.73,361.18,331.03,316.83,313.31,0.16695,0
0.78162,0.75,1.0343,0.0036745,1,338.16,313.69,359.24,413.56,414.13,363.5,331.74,319.72,316.99,0.16552,0
0.78864,0.79167,1.0198,0.0038161,1,340.12,316.06,371.36,440.25,414.13,363.63,334.15,321.14,318.23,0.16642,0
0.78633,0.83333,1.0272,0.0033256,1,327.36,299.62,330.47,331.4,336.64,342.04,334.48,318.47,312.89,0.16749,0
0.77553,0.875,1.0249,0.0033321,1,312.84,287.4,310.15,307.7,302.57,297.92,295.31,292.06,292.49,0.17285,0.0015829
0.78628,0.91667,1.0248,0.0034099,1,314.93,290.27,312.11,310.32,307.29,303.25,299.82,297.78,295.84,0.17341,0.0014009
0.77403,0.95833,1.0318,0.0033289,1,317.53,291.92,315.8,314.77,310.86,307.94,303.15,299.69,299.13,0.17296,0.0010955
0.78458,1,1.0234,0.0032282,1,317.85,294.03,317.56,316.73,313.19,310.28,306.96,303.95,302.16,0.17189,0.00072245
0.78155,1.0417,1.0227,0.0033573,1,318.47,294.4,317.52,317.52,315.55,312.73,308.69,304.87,303.4,0.16884,0.00066285
0.7788,1.0833,0.95352,0.003415,1,318.61,294.7,317.54,318.18,315.95,313.24,308.54,305.49,303.29,0.17026,0.00068855
0.7844,1.125,0.86145,0.003362,1,317.83,293.16,317.45,316.35,313.46,309.11,305.61,302.5,300.36,0.16948,0.0010154
0.77141,1.1667,0.84848,0.0035251,1,316.84,292.69,316.31,316.53,314.49,311.05,307.1,303.04,300.52,0.16795,0.0010744
0.78402,1.2083,0.85659,0.0032121,1,316.66,292.24,314.88,314.04,311.54,307.19,302.95,300.87,299.47,0.16887,0.0010545
0.78193,1.25,0.84885,0.0033809,1,316.88,290.96,314.44,313.73,309.9,305.97,302.51,298.4,298.96,0.17105,0.0013524
0.779,1.2917,0.8592,0.0032999,1,316.24,290.89,313.85,312.1,309.67,303.77,299.47,296.9,297.3,0.16969,0.0014269
0.78046,1.3333,0.86131,0.003365,1,316.04,290.45,313.05,311.7,307.27,302.3,297.99,296.34,295.94,0.17168,0.0015953
0.78099,1.375,1.0482,0.003314,1,314.91,290.26,313.77,310.83,308.14,302.81,299.47,296.27,296.28,0.17126,0.0013023
0.7723,1.4167,1.1784,0.0031232,1,316.97,291.86,314.62,314.73,310.47,307.39,303.61,301.23,299.01,0.17194,0.00081847
0.76772,1.4583,1.3149,0.0031604,1,325.18,300.04,324.73,323.27,323.31,322.04,318.74,313.74,312.03,0.17128,0.00015784
0.76886,1.5,1.3215,0.003144,1,333.67,309.93,337.36,339.93,348.27,357.32,344.56,326.85,320.94,0.17252,0
0.76807,1.5417,1.5036,0.0030405,1,345.37,320.55,351.64,361.45,377.68,371.37,349.55,334.55,329.76,0.17307,0
0.77745,1.5833,1.5209,0.0032878,1,328.01,303.42,328.93,327.66,327.75,326.42,324,320.65,317.01,0.17309,8.6255e-05
0.78003,1.625,1.4888,0.0033264,1,313.47,290.06,312.3,310.85,308.7,305.17,301.63,300.28,298.24,0.17367,0.00092076
0.77715,1.6667,1.5159,0.0029121,1,312.36,289.92,309.92,309.53,306.83,302.94,300.39,298.08,296.41,0.1761,0.00070867
0.77896,1.7083,1.5142,0.0033558,1,310.82,288.16,308.36,307.1,303.65,300.84,298.09,295.52,294.64,0.1768,0.0010704
0.77051,1.75,1.5171,0.0032036,1,308.47,285.74,305.46,303.72,301.7,297.6,294.75,292.04,291.62,0.17516,0.0010271
0.76953,1.7917,1.467,0.0030473,1,309.9,289.25,307.54,305.93,303.51,301.57,298.8,296.97,294.69,0.17374,0.00089121
0.76498,1.8333,1.4149,0.0032744,1,320.54,297.43,319.55,318.74,317.65,316.23,313.4,310.3,308.15,0.17201,0.00040379
0.76278,1.875,1.3263,0.0032299,1,325.83,303.85,327.47,327.95,328.7,328.77,325.25,321.69,318.19,0.17108,2.8083e-05
0.77622,1.9167,1.3073,0.0033039,1,329.22,304.98,331.27,332,335.29,339.28,336.03,326.63,320.99,0.17118,0
0.76754,1.9583,1.3183,0.0032164,1,329.26,305.01,331.41,332.37,334.83,337.27,334.55,325.11,320.74,0.1708,0
0.76629,2,1.3102,0.0033289,1,329.59,305.63,331.27,331.96,334.04,337,334.82,325.28,321.56,0.16861,0
0.77288,2.0417,1.3251,0.0031449,1,329.75,304.27,330.62,332.02,332.27,334.12,329.98,322.25,318.92,0.1699,0
0.76984,2.0833,1.3301,0.0031337,1,328.23,304.42,330.83,330.13,333.14,332.47,328.99,322.61,319.92,0.17052,0
0.76987,2.125,1.3092,0.0034492,1,328.51,305.49,331.36,332.41,335.64,339.86,337.43,326.2,322.01,0.17131,0
0.76804,2.1667,1.3113,0.0029513,1,329.31,304.64,330.36,329.59,331.55,331.29,328.15,321.84,318.41,0.17009,0
0.76245,2.2083,1.3333,0.0031321,1,328.43,304.46,330.23,330.25,331.02,331.47,328.44,321.44,318.76,0.17023,0
0.76618,2.25,1.1837,0.00316,1,327.85,303.66,330.43,331.88,334.63,336.48,332.92,323.35,317.97,0.17007,0
0.76245,2.2917,1.1793,0.0033579,1,327.6,302.86,327.86,330.02,331.47,332.52,329.28,321.66,318.05,0.16765,0
0.76125,2.3333,1.1865,0.0031698,1,325.57,299.33,324.61,325.47,324.23,322.68,319.32,314.16,311.08,0.17091,0.00011462
0.77078,2.375,1.1825,0.0030571,1,322.99,298.07,322.32,322.18,319.48,317.76,314.31,310.3,308.25,0.17142,0.00023781
0.75858,2.4167,1.1958,0.0032377,1,321.65,295.87,320.85,319.94,318.85,315.51,311.69,307.95,307.54,0.17165,0.00041225
